case,class,P0,P1,P2
1221.png,0,0.6859714984893799,0.31352922320365906,0.0004992740578018129
1119.png,1,0.10536693781614304,0.7800127267837524,0.11462026834487915
587.png,1,0.16829386353492737,0.8049407601356506,0.0267653688788414
1242.png,2,0.005139167420566082,0.42824187874794006,0.5666189789772034
915.png,0,0.9388943314552307,0.061093151569366455,1.250311379408231e-05
638.png,1,0.07126230746507645,0.9284512400627136,0.0002864159469027072
1258.png,1,0.013262182474136353,0.7042422294616699,0.2824955880641937
1133.png,1,0.4582429826259613,0.5402460694313049,0.001510990783572197
1213.png,1,0.004239481408149004,0.9665114283561707,0.0292490404099226
1165.png,2,0.0005298288306221366,0.20512655377388,0.7943436503410339
886.png,0,0.973000168800354,0.026998767629265785,1.0629263442751835e-06
1001.png,2,0.0002045540459221229,0.19320246577262878,0.8065929412841797
635.png,1,0.009069396182894707,0.5074634552001953,0.4834672212600708
1135.png,1,0.005305871833115816,0.9876651763916016,0.007028880529105663
1189.png,0,0.9064862132072449,0.09350016713142395,1.3638727068610024e-05
1138.png,0,0.8220827579498291,0.17743082344532013,0.00048651170800440013
562.png,0,0.6990759968757629,0.30087387561798096,5.006186256650835e-05
623.png,1,0.0614292286336422,0.7489752173423767,0.189595565199852
1131.png,2,0.001484762178733945,0.28092092275619507,0.7175942659378052
907.png,0,0.6767163872718811,0.3228859603404999,0.00039766455302014947
1190.png,1,0.027091151103377342,0.6577481627464294,0.31516069173812866
1292.png,1,0.1774756908416748,0.7927934527397156,0.029730789363384247
1239.png,1,0.00013134622713550925,0.9676870107650757,0.032181572169065475
1224.png,0,0.6871232390403748,0.31171563267707825,0.001161203603260219
649.png,1,0.0012026192853227258,0.7826694250106812,0.21612787246704102
963.png,1,0.009304635226726532,0.9235515594482422,0.06714378297328949
1290.png,1,0.31580454111099243,0.683125376701355,0.0010701225837692618
983.png,0,0.5571230053901672,0.44219598174095154,0.0006810689810663462
656.png,1,0.02915901131927967,0.8120691776275635,0.1587718278169632
1204.png,1,0.4373393654823303,0.5584821105003357,0.004178555216640234
962.png,0,0.9042410254478455,0.09575364738702774,5.250423782854341e-06
1237.png,2,1.842859637690708e-05,0.10098859667778015,0.8989930152893066
1151.png,1,0.17363408207893372,0.7858635783195496,0.04050242155790329
917.png,1,0.17541009187698364,0.7803228497505188,0.04426712915301323
1170.png,1,0.18241767585277557,0.803986668586731,0.013595685362815857
926.png,0,0.8937491774559021,0.1062178909778595,3.293894769740291e-05
1130.png,2,7.121143426047638e-06,0.08220342546701431,0.9177893996238708
437.png,1,0.05718076974153519,0.8443153500556946,0.09850390255451202
1297.png,1,0.24223940074443817,0.7518736720085144,0.005886875092983246
1251.png,0,0.7010190486907959,0.29757922887802124,0.0014017077628523111
1164.png,1,0.08994217962026596,0.8382747769355774,0.07178305834531784
756.png,0,0.5938912630081177,0.4056806266307831,0.0004281586443539709
1003.png,1,0.04763489589095116,0.7475623488426208,0.20480269193649292
1158.png,1,0.3358738422393799,0.6003738641738892,0.06375231593847275
1299.png,1,0.052313849329948425,0.8550398349761963,0.09264624118804932
833.png,2,0.0012588679092004895,0.29080039262771606,0.7079407572746277
958.png,1,0.49344637989997864,0.4980405867099762,0.008512993343174458
621.png,0,0.7759551405906677,0.22390957176685333,0.00013534755271393806
1288.png,1,0.17881736159324646,0.7902288436889648,0.03095375932753086
1257.png,0,0.684993326663971,0.3139919340610504,0.0010146524291485548
560.png,0,0.7506141066551208,0.249213308095932,0.00017263191693928093
956.png,1,0.23487155139446259,0.7456763982772827,0.019452055916190147
1272.png,1,0.11277899146080017,0.8797653317451477,0.007455684244632721
988.png,1,0.09197936952114105,0.8804177641868591,0.027602912858128548
1275.png,0,0.6204442381858826,0.378673791885376,0.0008819025242701173
972.png,0,0.8950291872024536,0.10496027767658234,1.0611105608404614e-05
1235.png,1,0.005951421335339546,0.5293955206871033,0.4646530747413635
1198.png,0,0.8816764950752258,0.11830928921699524,1.4240205018722918e-05
1166.png,1,0.04642290994524956,0.6142747402191162,0.3393023610115051
1223.png,2,0.0007732055964879692,0.31699231266975403,0.682234525680542
945.png,2,0.006418599747121334,0.4921005070209503,0.5014808773994446
1116.png,2,0.0004984585684724152,0.15319757163524628,0.8463039398193359
935.png,0,0.8588590621948242,0.14112968742847443,1.1251368960074615e-05
618.png,1,0.018895693123340607,0.9526094198226929,0.028494909405708313
1312.png,1,0.3758065104484558,0.6177459955215454,0.006447437219321728
404.png,1,0.4853717088699341,0.5143818259239197,0.00024651773856021464
1276.png,0,0.8070591688156128,0.192703977227211,0.00023675200645811856
1220.png,2,8.474188507534564e-05,0.35587313771247864,0.6440420746803284
959.png,1,0.002732213819399476,0.7997968196868896,0.19747093319892883
825.png,1,0.021156270056962967,0.6733468770980835,0.3054969310760498
883.png,1,0.04914480447769165,0.9277207851409912,0.023134401068091393
838.png,1,0.0016125831753015518,0.7432789206504822,0.25510844588279724
1208.png,0,0.8832242488861084,0.11675669252872467,1.9005230569746345e-05
1226.png,1,0.04971875250339508,0.8860896229743958,0.06419166177511215
952.png,1,0.0004229858168400824,0.9955798983573914,0.003997135441750288
1259.png,1,0.02250429429113865,0.8341380953788757,0.14335764944553375
1215.png,1,0.051690734922885895,0.7080040574073792,0.2403051108121872
1141.png,0,0.972002387046814,0.02799317240715027,4.4426851673051715e-06
965.png,0,0.9862291812896729,0.013770614750683308,1.9099475423445256e-07
826.png,1,0.0066360486671328545,0.7134798765182495,0.27988407015800476
920.png,1,0.27877625823020935,0.6984184384346008,0.022805381566286087
1212.png,1,0.29551827907562256,0.6982626914978027,0.006219085305929184
1282.png,1,0.07225686311721802,0.8827007412910461,0.04504239186644554
1214.png,0,0.9304294586181641,0.06956949084997177,1.000838665277115e-06
1174.png,1,0.43349865078926086,0.5610981583595276,0.005403203424066305
770.png,1,0.011303269304335117,0.8672537207603455,0.1214429959654808
1278.png,0,0.7098900079727173,0.28949111700057983,0.0006188390543684363
1238.png,1,0.0026227326598018408,0.5545916557312012,0.4427856504917145
966.png,0,0.8986822366714478,0.10129252076148987,2.5277135137002915e-05
1006.png,1,0.0026492963079363108,0.8204089999198914,0.17694169282913208
1114.png,1,0.31078994274139404,0.6854667663574219,0.0037433099932968616
885.png,0,0.8620692491531372,0.1378251314163208,0.00010560488590272143
1162.png,0,0.7899152040481567,0.21001315116882324,7.163460395531729e-05
1192.png,0,0.6146056652069092,0.3846687972545624,0.0007255027303472161
736.png,1,0.21334147453308105,0.7731544375419617,0.013504191301763058
719.png,1,0.44376981258392334,0.5540428161621094,0.002187436679378152
899.png,1,0.3551710546016693,0.6414976119995117,0.0033313813619315624
771.png,0,0.7681201100349426,0.23181623220443726,6.36815675534308e-05
785.png,1,0.2385205179452896,0.7359248995780945,0.02555464580655098
888.png,0,0.6038874387741089,0.39359089732170105,0.00252169999293983
951.png,0,0.6954802870750427,0.3043330907821655,0.00018665092648006976
937.png,1,0.07671548426151276,0.8543234467506409,0.06896108388900757
982.png,1,0.4135870635509491,0.5838634967803955,0.0025494557339698076
1256.png,1,0.008375251665711403,0.6021960377693176,0.38942867517471313
1260.png,1,0.02491988055408001,0.6208752989768982,0.35420480370521545
1188.png,1,0.48158419132232666,0.5153900980949402,0.0030256551690399647
555.png,1,0.41106751561164856,0.5872114300727844,0.001721132779493928
1209.png,1,0.24950459599494934,0.7459122538566589,0.0045831771567463875
1283.png,1,0.010384280234575272,0.7464075684547424,0.24320821464061737
639.png,1,0.4955584406852722,0.503782331943512,0.0006592103745788336
996.png,2,0.005871257279068232,0.3673471510410309,0.6267815828323364
473.png,1,0.1936383992433548,0.7687298059463501,0.0376318022608757
941.png,1,0.2963360846042633,0.7005863189697266,0.003077637404203415
1245.png,0,0.777273416519165,0.22250352799892426,0.00022308970801532269
976.png,1,0.32467329502105713,0.6611407995223999,0.01418589148670435
1171.png,1,0.020365968346595764,0.5874739289283752,0.39216017723083496
1199.png,0,0.7455463409423828,0.2543306350708008,0.0001229824119945988
1264.png,0,0.6439273953437805,0.3534066081047058,0.0026659760624170303
999.png,2,0.012287656776607037,0.4797936975955963,0.5079185962677002
1134.png,1,0.08722779154777527,0.8728789687156677,0.0398932546377182
1183.png,1,0.2863677144050598,0.7036147117614746,0.010017543099820614
1128.png,1,0.24223662912845612,0.7454332709312439,0.012330166064202785
300.png,0,0.8636656403541565,0.13632792234420776,6.483016022684751e-06
741.png,0,0.9400991201400757,0.05989953130483627,1.3117180515109794e-06
1197.png,0,0.7209236025810242,0.27882957458496094,0.000246788578806445
802.png,2,0.0014964205911383033,0.46194589138031006,0.5365577340126038
161.png,1,0.15399934351444244,0.8292350172996521,0.016765573993325233
1005.png,2,0.004010538104921579,0.48553532361984253,0.5104541778564453
